x,y,N
-6.399938,-12.000067,139
-6.4000983,-11.199957,128
-6.3999125,-10.400018,123
-6.4000562,-9.5999248,123
-6.3999862,-8.7999453,123
-6.3999723,-7.9999869,123
-6.3999962,-7.1999634,121
-6.3999478,-6.400059,121
-6.3999348,-5.6000756,121
-6.3999688,-4.7999948,122
-6.4000898,-4.0000203,122
-6.4000743,-3.1999429,101
-6.399901,-2.4000829,112
-6.4000985,-1.6000504,112
-6.4000155,-0.79991527,113
-6.3999706,5.6715427e-5,135
-6.3999095,0.80007837,135
-6.3999696,1.6000217,137
-6.3999372,2.3999577,166
-6.3999406,3.1999971,171
-6.3999871,4.0000463,178
-6.4000807,4.7999327,178
-6.4000414,5.6000611,178
-6.4000398,6.3999278,190
-6.4000937,7.1999095,190
-6.4000638,8.0000255,221
-6.3999926,8.7999466,221
-6.3999142,9.6000761,221
-6.4000116,10.399928,274
-6.3999896,11.200028,274
-6.3999098,12.000093,274
-6.4000809,12.800003,309
-6.400051,13.6,309
-6.4000599,14.399902,330
-6.3999702,15.200004,330
-6.4000702,15.999932,330
-6.399995,16.799916,330
-6.4000266,17.600035,352
-6.3999063,18.399986,352
-6.4000457,19.200035,352
-6.4000395,19.999912,352
-5.6000394,-21.600077,157
-5.6000801,-20.800062,157
-5.5999561,-20.000034,157
-5.5999159,-19.200035,157
-5.6000382,-18.39996,151
-5.5999722,-17.600016,151
-5.6000428,-16.799914,151
-5.6,-16.000086,151
-5.6000251,-15.199985,140
-5.6000158,-14.399919,140
-5.5999118,-13.600041,140
-5.5999359,-12.800096,140
-5.599965,-12.000013,128
-5.5999262,-11.200082,128
-5.5999149,-10.399949,128
-5.5999141,-9.599964,123
-5.5999922,-8.8000059,123
-5.5999738,-7.9999331,123
-5.6000929,-7.1999478,121
-5.6000732,-6.4000234,121
-5.5999499,-5.5999738,104
-5.6000643,-4.8000597,104
-5.5999223,-4.0000947,104
-5.5999701,-3.2,101
-5.5999879,-2.4000768,101
-5.600064,-1.6000511,112
-5.599912,-0.79994533,113
-5.6000825,-5.1597166e-5,113
-5.6000477,0.800013,137
-5.5999928,1.6000937,137
-5.6000646,2.3999856,171
-5.6000233,3.2000708,171
-5.6000449,4.0000453,180
-5.6000841,4.8000291,180
-5.5999589,5.6000859,192
-5.5999538,6.3999998,192
-5.6000701,7.1999247,208
-5.5999567,7.9999756,208
-5.6000914,8.8000064,221
-5.6000615,9.5999371,221
-5.5999513,10.400097,264
-5.599997,11.199959,264
-5.5999541,12.000036,309
-5.5999178,12.800021,309
-5.5999774,13.600056,309
-5.5999692,14.400041,330
-5.5999426,15.20004,330
-5.5999158,15.999927,330
-5.6000482,16.799966,330
-5.5999135,17.600019,352
-5.6000612,18.400032,352
-5.6000992,19.199917,352
-5.5999185,20.000011,352
-4.7999721,-21.599978,157
-4.7999467,-20.800041,157
-4.7999659,-19.999998,157
-4.7999807,-19.199956,157
-4.8000592,-18.399923,157
-4.80008,-17.600012,157
-4.7999824,-16.800067,151
-4.8000202,-15.999995,140
-4.8000527,-15.199938,140
-4.7999725,-14.400072,140
-4.8000614,-13.600016,140
-4.8000977,-12.799975,140
-4.8000611,-12.000082,128
-4.8000499,-11.20004,128
-4.8000269,-10.399942,128
-4.8000113,-9.6000943,128
-4.7999456,-8.8000269,117
-4.7999624,-7.9999219,117
-4.7999644,-7.199951,100
-4.8000899,-6.40001,100
-4.8000971,-5.5999698,104
-4.7999956,-4.7999678,104
-4.7999331,-4.0000523,94
-4.8000812,-3.20002,101
-4.8000857,-2.4000069,101
-4.8000823,-1.5999191,95
-4.7999899,-0.79990975,106
-4.7999498,-4.0779112e-5,106
-4.7999423,0.79994595,115
-4.8000939,1.599969,115
-4.7999256,2.399974,172
-4.8000379,3.1999699,177
-4.7999832,4.0000377,180
-4.8000337,4.7999492,180
-4.8000352,5.5999913,192
-4.8000627,6.3999429,192
-4.8000376,7.1999694,208
-4.7999388,8.000061,208
-4.7999036,8.8000075,250
-4.7999505,9.5999623,250
-4.800056,10.40001,264
-4.800024,11.199965,278
-4.7999148,12.000001,278
-4.7999299,12.800085,309
-4.8000797,13.599987,309
-4.8000339,14.400084,330
-4.8000947,15.199928,330
-4.8000383,16.000005,330
-4.8000668,16.799951,330
-4.8000362,17.599916,352
-4.8000568,18.400002,352
-4.7999655,19.200009,352
-4.00003,-21.600005,157
-3.999924,-20.800061,157
-3.9999269,-19.999996,157
-3.9999829,-19.200036,157
-4.0000631,-18.399995,157
-4.0000179,-17.600087,157
-4.0000589,-16.80009,144
-4.0000799,-15.999907,144
-3.9999636,-15.200093,140
-4.0000481,-14.400058,140
-3.9999325,-13.600012,140
-3.9999151,-12.799964,140
-4.0000946,-11.999974,128
-4.0000401,-11.199949,128
-4.0000132,-10.400026,128
-3.9999391,-9.6000298,120
-4.0000881,-8.8000216,117
-4.0000417,-7.9999442,117
-4.0000334,-7.2000218,100
-3.9999761,-6.3999425,100
-4.0000967,-5.59996,93
-3.9999088,-4.8000625,93
-4.0000604,-4.0000054,94
-3.9999613,-3.2000622,94
-3.99991,-2.400071,81
-4.0000577,-1.6000084,95
-3.9999688,-0.79991001,96
-4.0000897,-6.5134045e-5,103
-4.0000629,0.79994836,107
-4.0000159,1.5999824,116
-3.9999968,2.3999768,172
-4.000073,3.2000989,177
-3.999972,3.9999983,184
-3.9999263,4.7999851,189
-3.9999559,5.6000269,198
-3.9999477,6.3999641,204
-3.9999319,7.2000934,212
-3.999947,7.999979,212
-3.9999451,8.7999552,250
-3.9999505,9.599938,250
-4.0000341,10.399944,272
-3.9999932,11.199995,278
-3.9999325,11.999938,278
-4.0000574,12.799967,322
-3.9999567,13.60001,322
-4.0000268,14.400074,322
-3.9999595,15.200002,332
-3.9999448,15.99997,332
-3.9999622,16.799955,332
-3.9999162,17.600027,332
-4.0000225,18.399986,351
-4.000092,19.200015,351
-3.2000576,-21.600055,157
-3.2000019,-20.799995,157
-3.1999204,-19.999969,157
-3.1999645,-19.199906,157
-3.2000352,-18.400067,157
-3.200026,-17.600079,157
-3.1999789,-16.799954,144
-3.1999185,-15.999984,144
-3.1999737,-15.199934,144
-3.2000256,-14.399949,140
-3.1999599,-13.600058,140
-3.1999619,-12.800008,129
-3.2000118,-12.000099,129
-3.200033,-11.199973,129
-3.19997,-10.400091,120
-3.1999965,-9.599908,120
-3.2000978,-8.8000904,120
-3.2000772,-8.0000913,117
-3.1999326,-7.2000987,99
-3.2000821,-6.4000762,92
-3.2000678,-5.6000708,92
-3.200054,-4.8000799,93
-3.2000095,-4.0000185,79
-3.1999235,-3.2000959,69
-3.1999449,-2.399954,81
-3.1999713,-1.6000304,80
-3.2000025,-0.79997821,82
-3.2000925,-8.4215999e-6,83
-3.2000728,0.80001549,102
-3.1999873,1.6000972,110
-3.1999315,2.3999575,176
-3.2000112,3.1999794,181
-3.20006,4.0000913,184
-3.2000684,4.7999586,189
-3.2000654,5.6000262,198
-3.200095,6.4000956,204
-3.1999405,7.1999005,222
-3.2000744,8.0000619,212
-3.1999547,8.7999674,259
-3.1999212,9.600078,259
-3.1999726,10.40009,272
-3.2000599,11.200047,272
-3.1999434,11.999993,305
-3.2000757,12.799974,322
-3.2000553,13.600051,322
-3.2000512,14.399976,322
-3.1999858,15.19992,332
-3.2000455,16.000093,332
-3.199964,16.800087,332
-3.2000231,17.600088,332
-3.1999882,18.400055,351
-3.199946,19.199903,351
-3.1999057,19.999948,351
-3.1999375,20.800066,351
-3.1999971,21.600002,351
-2.400049,-21.600062,157
-2.3999913,-20.80007,157
-2.4000831,-19.99991,157
-2.4000587,-19.200017,157
-2.4000094,-18.400014,157
-2.4000163,-17.600032,144
-2.399938,-16.799997,144
-2.4000361,-16.000038,144
-2.4000456,-15.200059,144
-2.4000092,-14.399921,144
-2.4000141,-13.599928,129
-2.3999229,-12.800036,129
-2.3999659,-12.00002,129
-2.4000087,-11.200058,129
-2.3999803,-10.399949,120
-2.4000562,-9.5999109,120
-2.4000808,-8.7999449,120
-2.3999589,-8.0000894,99
-2.3999332,-7.2000401,99
-2.4000979,-6.3999293,92
-2.4000374,-5.599947,92
-2.4000163,-4.8000929,79
-2.3999391,-3.9999808,79
-2.4000232,-3.2000473,69
-2.3999202,-2.3999359,65
-2.4000684,-1.6000499,62
-2.4000152,-0.80001966,60
-2.4000151,-4.589542e-5,63
-2.4000765,0.79991695,66
-2.3999698,1.5999828,105
-2.4000768,2.4000199,114
-2.3999607,3.1999745,182
-2.4000993,3.9999734,188
-2.3999253,4.7999706,196
-2.400058,5.5999818,202
-2.4000927,6.3999283,202
-2.3999955,7.1999363,222
-2.3999169,7.9999506,240
-2.4000358,8.8000153,259
-2.4000662,9.6000447,259
-2.3999428,10.400011,272
-2.4000818,11.200035,305
-2.4000167,11.999933,305
-2.3999588,12.800064,305
-2.4000012,13.599971,322
-2.3999785,14.400088,322
-2.4000761,15.199932,332
-2.3999202,16.000017,332
-2.4000301,16.79998,332
-2.3999419,17.599975,332
-2.3999931,18.399987,351
-2.3999147,19.200084,351
-2.4000994,19.999915,351
-2.4000227,20.799964,351
-2.4000699,21.600084,351
-2.4000759,22.400003,351
-1.6000213,-21.60001,157
-1.6000097,-20.799943,157
-1.6000841,-19.999948,157
-1.6000519,-19.200008,157
-1.599997,-18.400056,157
-1.5999124,-17.599928,144
-1.5999231,-16.800041,144
-1.5999469,-15.999944,144
-1.6000455,-15.20007,144
-1.5999897,-14.400003,141
-1.6000059,-13.599995,141
-1.5999991,-12.79996,129
-1.5999083,-11.9999,129
-1.5999354,-11.2,127
-1.5999157,-10.399929,118
-1.5999211,-9.6000028,118
-1.6000373,-8.8000709,118
-1.6000104,-8.0000086,98
-1.6000973,-7.2000238,99
-1.5999396,-6.4000551,84
-1.5999259,-5.6000042,84
-1.599948,-4.8000682,68
-1.5999368,-4.0000986,68
-1.5999563,-3.1999005,61
-1.5999712,-2.4000426,44
-1.5999095,-1.5999215,29
-1.600035,-0.80007518,26
-1.6000023,-5.9483827e-5,24
-1.6000424,0.80003565,25
-1.6000424,1.5999254,64
-1.5999468,2.4000024,111
-1.5999379,3.1999,186
-1.6000634,4.0000765,193
-1.5999382,4.799966,196
-1.5999272,5.5999262,206
-1.6000511,6.4000379,206
-1.5999379,7.1999233,240
-1.6000797,8.0000539,240
-1.5999632,8.7999987,261
-1.5999886,9.6000337,277
-1.599901,10.399941,277
-1.599936,11.200022,305
-1.6000263,11.999925,305
-1.5999215,12.799908,324
-1.6000838,13.599971,324
-1.5999517,14.399975,324
-1.6000593,15.199988,332
-1.6000044,15.999936,332
-1.5999775,16.799901,332
-1.6000419,17.599913,351
-1.6000073,18.400015,351
-1.6000952,19.199955,351
-1.6000426,19.999953,351
-1.5999385,20.800033,351
-1.6000651,21.600035,351
-1.6000736,22.400089,351
-0.79999836,-21.599942,157
-0.79993134,-20.800028,157
-0.79995548,-20.000034,157
-0.80003345,-19.199962,157
-0.80006075,-18.40003,157
-0.79991787,-17.600086,150
-0.79992842,-16.800004,144
-0.80004086,-16.00006,144
-0.79991741,-15.199912,141
-0.79990063,-14.399958,141
-0.8000512,-13.600094,141
-0.8000918,-12.800082,141
-0.79993276,-12.00006,127
-0.80002777,-11.200014,127
-0.80009244,-10.39994,127
-0.79994085,-9.5999755,118
-0.80008369,-8.7999873,118
-0.79998663,-8.0000321,98
-0.8000113,-7.1999504,98
-0.80009025,-6.4000731,84
-0.79995381,-5.6000702,70
-0.79999398,-4.8000191,70
-0.79994131,-3.999953,59
-0.80009627,-3.2000056,45
-0.80002062,-2.4000951,30
-0.79996708,-1.599988,23
-0.80007848,-0.7999269,6
-0.79990634,-1.1511165e-5,5
-0.80004621,0.79999483,9
-0.80002182,1.6000266,15
-0.79998097,2.3999748,67
-0.80008939,3.2000588,191
-0.80006689,4.0000288,199
-0.8000314,4.8000384,205
-0.80009118,5.5999545,205
-0.80006324,6.4000552,231
-0.80004739,7.1999706,231
-0.80003124,8.0000968,261
-0.80002357,8.8000079,261
-0.7999189,9.5999091,277
-0.79992231,10.399917,277
-0.80007403,11.199965,308
-0.80000214,11.999968,308
-0.80002072,12.799988,324
-0.79996921,13.600036,324
-0.80008224,14.40001,324
-0.80000807,15.199919,336
-0.79992753,16.000011,336
-0.79995172,16.800084,336
-0.79997776,17.599992,336
-0.80008418,18.400086,351
-0.79994608,19.199947,351
-0.80008274,20.000027,351
-0.80002571,20.79999,351
-0.79997592,21.599954,351
-0.79990349,22.400083,351
1.9311714e-5,-21.599948,157
5.3478063e-5,-20.799992,157
-4.8362304e-5,-20.000047,157
-2.7451413e-5,-19.19999,150
-8.6936787e-5,-18.40007,150
-2.5220859e-5,-17.600089,150
-9.9317556e-5,-16.800058,150
4.0853156e-5,-16.000016,150
7.8224417e-5,-15.199995,141
5.1845432e-6,-14.40002,141
2.9950143e-5,-13.600045,141
5.0553572e-5,-12.800054,141
4.7994279e-5,-12.000007,127
9.2967006e-5,-11.199964,127
-3.3904398e-5,-10.399935,127
3.820299e-5,-9.5999534,119
6.2438296e-5,-8.7999987,119
-2.7866912e-5,-7.9999472,98
8.0860855e-7,-7.1999518,87
3.2176147e-5,-6.3999675,78
-2.5894815e-5,-5.6000962,78
-9.6570249e-5,-4.8000612,70
-9.7422244e-6,-4.0000921,59
8.7357846e-5,-3.1999406,40
-6.3686595e-5,-2.4000141,27
-2.3325247e-5,-1.5999976,20
-9.4457631e-5,-0.8000579,4
5.3630771e-5,3.8398062e-5,1
2.397089e-5,0.799985,7
-5.2070689e-5,1.5999761,11
-2.8080016e-5,2.400052,51
-5.8555746e-5,3.2000615,197
-9.1051385e-5,3.9999292,201
7.7728131e-5,4.8000872,210
5.1360132e-7,5.5999276,210
-5.6146659e-5,6.4000233,241
-6.0869028e-5,7.2000826,241
-2.750631e-5,7.9999634,270
-2.5788509e-5,8.7999475,270
-4.1367966e-5,9.5999955,288
9.6801115e-5,10.399903,288
5.8278083e-6,11.200022,308
2.7990829e-5,11.999999,308
-1.5420717e-5,12.800037,324
-9.9849538e-5,13.599936,324
-4.6874584e-6,14.399972,324
-6.8393791e-5,15.200014,336
-9.9089502e-6,15.9999,336
-2.7686578e-5,16.799942,336
-7.135608e-5,17.600018,336
-6.3406223e-5,18.400043,353
8.7790228e-5,19.200014,353
-8.1440259e-5,20.000063,353
-3.0189753e-5,20.800063,353
-7.7067125e-5,21.600051,353
0.79998581,-21.600015,157
0.79994346,-20.800099,157
0.80008562,-19.99993,150
0.80007172,-19.2001,150
0.80002328,-18.399978,150
0.80004771,-17.600071,150
0.80007883,-16.800065,150
0.79995664,-15.999902,150
0.79991836,-15.200098,141
0.80002843,-14.399981,141
0.80008377,-13.600048,141
0.8000213,-12.799934,132
0.80006345,-11.999976,132
0.80000797,-11.199977,127
0.79994836,-10.399922,119
0.80004189,-9.6000718,119
0.80005342,-8.7999061,119
0.80001786,-7.9999614,97
0.79994772,-7.2000392,87
0.79992705,-6.4000688,87
0.79993278,-5.599909,78
0.80005496,-4.8000478,58
0.80004237,-4.0000868,58
0.79992425,-3.200012,39
0.8000578,-2.4000318,28
0.80006755,-1.599947,19
0.79992239,-0.79991958,3
0.79991687,-5.2996307e-5,2
0.79998121,0.79991852,8
0.80006024,1.5999205,12
0.80004762,2.4000094,47
0.8000664,3.1999781,200
0.80001565,3.9999495,209
0.8000323,4.8000788,219
0.79994314,5.6000639,236
0.80001689,6.4000761,236
0.79995138,7.1999124,262
0.80003978,7.9999563,262
0.80003102,8.7999415,270
0.79996502,9.600042,288
0.80003363,10.400008,288
0.79999199,11.20007,308
0.80009027,11.999959,308
0.80007697,12.800036,327
0.79990826,13.599997,327
0.79990144,14.39999,327
0.79998617,15.200057,336
0.80004449,15.99998,336
0.79992036,16.800064,336
0.80008099,17.599922,336
0.79995306,18.400079,353
0.80004773,19.199949,353
0.79991926,19.999986,353
0.80003254,20.800021,353
0.79995841,21.600048,353
1.600086,-21.600087,294
1.599956,-20.800073,294
1.5999127,-19.999949,150
1.5999427,-19.200002,150
1.5999834,-18.400023,150
1.5999535,-17.599973,150
1.5999009,-16.800002,150
1.60008,-16.000063,150
1.5999445,-15.200047,150
1.6000772,-14.40001,148
1.599964,-13.600036,132
1.599923,-12.800075,132
1.6000133,-12.000049,132
1.5999574,-11.200013,126
1.6000615,-10.400038,126
1.6000993,-9.6000243,126
1.600031,-8.7999231,97
1.6000906,-8.0000392,97
1.5999619,-7.2000137,88
1.6000868,-6.399948,88
1.5999747,-5.5999065,71
1.600053,-4.8000285,71
1.6000991,-3.9999478,57
1.5999666,-3.1999661,41
1.6000364,-2.3999248,31
1.5999529,-1.6000531,22
1.6000219,-0.79996677,14
1.5999266,-7.4670317e-7,10
1.5999715,0.79997873,13
1.6000808,1.6000311,16
1.5999815,2.4000953,48
1.599976,3.1999019,207
1.6000502,3.9999963,216
1.5999414,4.7999148,219
1.6000628,5.600024,247
1.5999557,6.4000574,247
1.6000743,7.200059,271
1.5999422,8.0000159,262
1.5999785,8.7999203,262
1.5999325,9.6000845,289
1.6000788,10.399974,288
1.5999642,11.19995,310
1.6000871,12.000012,310
1.6000472,12.799911,327
1.5999956,13.600084,327
1.5999512,14.399948,327
1.6000191,15.19994,343
1.6000412,16.000041,343
1.6000032,16.799977,343
1.5999851,17.599935,343
1.5999743,18.400042,353
1.600066,19.200022,353
1.5999317,20.000058,353
1.5999876,20.800001,353
1.6000805,21.600044,353
2.3999969,-22.400077,294
2.4000168,-21.600008,294
2.4000578,-20.800092,294
2.399932,-19.999974,294
2.3999005,-19.200041,150
2.3999855,-18.399975,150
2.4000439,-17.600038,150
2.3999815,-16.799903,150
2.3999597,-15.999993,150
2.400018,-15.199954,148
2.4000524,-14.400004,148
2.4000606,-13.60003,148
2.399976,-12.799995,132
2.3999522,-11.99993,132
2.399906,-11.200042,126
2.4000697,-10.399964,126
2.3999751,-9.6000559,124
2.3999927,-8.79995,124
2.4000799,-8.0000553,109
2.4000234,-7.1999339,88
2.3999313,-6.3999002,88
2.4000931,-5.6000331,74
2.3999633,-4.8000558,74
2.3999231,-4.000007,57
2.4000786,-3.2000874,43
2.4000053,-2.4000664,36
2.3999516,-1.5999901,32
2.3999708,-0.7999819,21
2.400077,-9.2711867e-5,18
2.3999254,0.79998627,17
2.399942,1.6000944,35
2.4000515,2.3999464,54
2.4000999,3.1999323,215
2.4000048,3.9999996,232
2.4000208,4.8000285,244
2.4000179,5.6000508,244
2.3999533,6.4000962,265
2.4000262,7.1999295,271
2.3999172,8.0000664,271
2.3999135,8.7999197,289
2.3999602,9.5999902,289
2.4000042,10.400095,289
2.4000951,11.199918,310
2.4000503,11.99996,310
2.399937,12.800035,327
2.3999762,13.600059,327
2.400073,14.39993,327
2.4000702,15.200059,343
2.399994,16.000016,343
2.3999061,16.799996,343
2.4000683,17.599942,343
2.4000009,18.40008,353
2.3999929,19.20005,353
2.400096,19.999941,353
2.39999,20.79992,353
2.399937,21.600099,353
3.2000324,-22.399992,294
3.2000731,-21.600063,294
3.2000383,-20.800019,294
3.2000674,-20.000009,294
3.1999644,-19.200018,294
3.2000106,-18.400087,294
3.200061,-17.599943,158
3.2000886,-16.800049,158
3.2000964,-15.999912,158
3.2000628,-15.199989,148
3.2000274,-14.399901,148
3.200022,-13.60005,148
3.2000335,-12.800086,148
3.2000597,-12.000071,142
3.1999374,-11.199926,142
3.1999637,-10.399903,142
3.1999922,-9.6000474,124
3.2000734,-8.8000777,124
3.1999664,-7.9999676,109
3.2000381,-7.2000824,109
3.2000669,-6.3999464,86
3.2000712,-5.6000402,86
3.1999798,-4.7999399,72
3.1999964,-4.0000975,72
3.1999191,-3.1999016,55
3.1999497,-2.3999188,42
3.1999813,-1.6000159,38
3.1999908,-0.80000806,34
3.1999036,-7.2708281e-5,33
3.199944,0.80001581,37
3.2000217,1.5999751,50
3.1999667,2.3999665,218
3.2000816,3.2000497,233
3.1999211,4.0000759,232
3.2000628,4.7999334,252
3.1999966,5.6000101,265
3.1999573,6.3999204,265
3.2000188,7.2000212,284
3.2000874,8.0000914,284
3.1999167,8.7999744,284
3.2000535,9.600082,289
3.1999422,10.399986,289
3.2000375,11.199984,310
3.1999479,11.999961,310
3.1999265,12.800021,331
3.2000654,13.599924,331
3.1999043,14.399911,331
3.1999237,15.199975,331
3.199955,15.99996,343
3.1999779,16.80004,343
3.2000336,17.60007,343
3.2000395,18.400076,353
3.2000722,19.199901,353
3.2000856,20.000088,353
3.2000084,20.800068,353
3.19992,21.599969,353
3.9999889,-22.40002,294
4.0000527,-21.599922,294
4.0000264,-20.799961,294
4.0000746,-20.000087,294
3.9999752,-19.199948,294
3.9999371,-18.400055,294
3.9999356,-17.599999,158
3.9999265,-16.800024,158
3.9999797,-16.00003,158
4.0000058,-15.199954,158
3.9999166,-14.399992,148
4.0000022,-13.600065,148
4.0000558,-12.799933,148
4.0000729,-11.999988,142
3.9999751,-11.200081,142
4.0000151,-10.400045,142
4.000045,-9.6000326,131
3.9999513,-8.8000195,131
4.0000315,-7.9999402,125
3.9999954,-7.2000675,125
3.9999736,-6.3999578,108
4.0000624,-5.6000409,91
3.9999915,-4.7999872,85
4.0000577,-3.9999303,73
4.0000598,-3.2000492,73
4.0000608,-2.3999799,56
4.0000881,-1.5999902,52
3.9999673,-0.79999431,46
4.000096,7.3294446e-5,49
3.9999241,0.79992812,53
3.9999849,1.6000257,224
3.9999797,2.400047,235
4.0000157,3.1999788,246
4.0000472,4.0000413,253
4.0000941,4.8000542,252
4.0000752,5.5999376,275
4.0000588,6.4000488,283
4.0000693,7.199979,283
4.0000512,7.9999439,284
3.9999608,8.8000575,284
4.0000573,9.599981,307
3.9999215,10.399966,307
3.9999645,11.199963,326
4.0000132,12.000078,326
3.99992,12.800063,326
4.0000008,13.60002,331
4.0000965,14.399991,331
3.999922,15.200029,331
3.9999349,16.000029,343
3.9999435,16.800015,343
3.9999643,17.599996,349
3.9999847,18.399903,349
3.9999648,19.19995,349
3.9999983,19.99999,349
3.9999642,20.799937,353
3.9999573,21.600064,353
4.8000103,-22.399946,294
4.8000046,-21.600014,294
4.8000458,-20.800092,294
4.8000344,-20.000069,294
4.7999067,-19.200051,294
4.8000397,-18.399997,294
4.8000548,-17.599915,158
4.8000502,-16.800096,158
4.7999373,-16.000034,158
4.8000717,-15.199939,158
4.8000204,-14.399939,226
4.7999074,-13.599934,226
4.7999322,-12.799989,149
4.8000927,-12.000054,149
4.8000828,-11.200096,146
4.8000673,-10.40004,146
4.7999859,-9.6000993,131
4.8000633,-8.7999196,143
4.8000465,-7.9999151,125
4.8000949,-7.2000867,130
4.7999046,-6.4000814,108
4.799946,-5.6000762,91
4.7999586,-4.7999336,85
4.8000117,-3.9999747,89
4.7999882,-3.1999049,77
4.799933,-2.3999308,77
4.7999002,-1.5999494,75
4.8000353,-0.7999067,76
4.7999609,3.0999698e-5,90
4.8000665,0.79993307,230
4.7999128,1.6000855,239
4.7999917,2.3999676,249
4.8000777,3.1999562,246
4.8000665,4.0000509,253
4.7999706,4.8000821,275
4.7999089,5.5999746,275
4.8000149,6.3999073,283
4.7999923,7.1999913,283
4.8000194,8.0000003,306
4.8000368,8.7999072,306
4.8000893,9.5999052,307
4.7999274,10.399997,307
4.8000264,11.200066,326
4.7999038,11.999968,326
4.8000582,12.800048,326
4.8000441,13.599989,331
4.7999181,14.399902,331
4.7999794,15.200095,331
4.8000101,16.000036,331
4.8000851,16.799946,349
4.8000296,17.599964,349
4.7999619,18.399978,349
4.8000222,19.199997,349
4.799904,19.999905,349
4.8000832,20.800028,349
4.800049,21.600097,349
5.6000948,-22.399924,294
5.5999451,-21.60005,294
5.5999461,-20.800092,294
5.6000256,-20.000006,294
5.5999994,-19.200007,294
5.6000731,-18.399967,294
5.5999834,-17.600075,158
5.6000838,-16.799958,158
5.5999862,-16.000065,158
5.5999772,-15.199941,226
5.60001,-14.400005,226
5.5999935,-13.60003,226
5.5999868,-12.799921,149
5.6000626,-12.000041,149
5.5999865,-11.200015,146
5.6000822,-10.399977,146
5.5999671,-9.5999695,143
5.6000694,-8.799986,143
5.5999095,-8.0000334,130
5.6000569,-7.2000452,130
5.5999135,-6.400057,145
5.6000895,-5.5999948,145
5.6000982,-4.8000201,147
5.5999694,-4.0000715,89
5.5999187,-3.2000886,211
5.6000468,-2.4000288,211
5.60004,-1.5999728,220
5.5999963,-0.79996542,229
5.6000967,-8.2744613e-5,237
5.5999905,0.80006032,245
5.5999054,1.6000009,251
5.6000626,2.4000869,249
5.5999338,3.2000334,273
5.5999056,4.0000437,279
5.6000472,4.8000752,279
5.6000109,5.5999114,291
5.6000567,6.4000339,291
5.5999339,7.2000171,306
5.5999782,7.9999915,306
5.6000251,8.8000643,306
5.5999317,9.6000259,307
5.6000023,10.399933,307
5.5999619,11.199974,326
5.6000714,12.000049,326
5.5999631,12.800044,326
5.5999517,13.600057,342
5.599902,14.399949,342
5.6000553,15.199929,342
5.5999583,15.999954,342
5.6000136,16.800047,349
5.599939,17.600009,349
5.5999564,18.399902,349
5.6000741,19.199997,349
5.5999609,20.000063,349
5.6000944,20.800095,349
5.5999017,21.599934,349
6.4000571,-22.400071,294
6.3999724,-21.59995,294
6.3999726,-20.799903,294
6.3999348,-19.999948,294
6.3999628,-19.200085,294
6.4000665,-18.399913,294
6.3999048,-17.599983,298
6.3999645,-16.800057,298
6.3999174,-15.999951,298
6.400025,-15.200084,226
6.3999507,-14.400097,226
6.3999841,-13.59995,226
6.400083,-12.799925,227
6.3999203,-11.999932,227
6.4000532,-11.199989,228
6.4000641,-10.400074,228
6.4000875,-9.5999411,217
6.4000306,-8.7999871,217
6.3999549,-7.9999166,213
6.3999256,-7.2000956,213
6.3999791,-6.3999222,214
6.3999063,-5.6000795,214
6.400052,-4.7999962,147
6.3999479,-3.9999635,225
6.4000117,-3.200083,225
6.3999226,-2.3999162,234
6.3999904,-1.6000575,220
6.4000874,-0.80005393,248
6.4000972,-8.0392078e-5,237
6.399919,0.8000775,245
6.3999361,1.5999718,251
6.4000872,2.400007,276
6.3999306,3.2000004,273
6.4000032,4.0000761,287
6.3999888,4.8000332,279
6.4000407,5.6000014,291
6.3999495,6.4000147,291
6.4000087,7.1999834,313
6.4000403,8.0000903,318
6.4000393,8.8000834,318
6.4000433,9.6000938,318
6.4000754,10.400039,328
6.4000669,11.200097,328
6.4000233,11.999947,328
6.3999643,12.799913,328
6.4000637,13.599928,342
6.4000733,14.399922,342
6.3999539,15.199909,342
6.399952,15.999936,342
6.4000752,16.800081,349
6.4000281,17.599901,349
6.3999465,18.399953,349
6.4000051,19.200011,349
6.3999457,19.999988,349
6.400084,20.800034,349
6.4000237,21.599987,349
7.2000044,-22.400091,294
7.2000777,-21.60007,294
7.2000364,-20.799906,294
7.1999136,-20.000023,294
7.1999296,-19.200066,294
7.1999587,-18.399919,298
7.2000548,-17.599973,298
7.200005,-16.799903,298
7.2000902,-15.999927,298
7.2000051,-15.200059,298
7.1999993,-14.399902,226
7.1999938,-13.600021,292
7.2000389,-12.799908,227
7.2000544,-11.999958,227
7.1999362,-11.199968,228
7.1999202,-10.400034,228
7.2000584,-9.5999883,217
7.2000397,-8.8000122,217
7.2000986,-8.0000086,213
7.1999845,-7.1999205,213
7.1999671,-6.3999658,214
7.1999399,-5.599939,238
7.2000997,-4.8000551,238
7.200004,-3.9999594,243
7.1999455,-3.2000206,243
7.1999248,-2.4000038,234
7.200031,-1.5999202,254
7.2000172,-0.79993937,248
7.1999014,-9.6772397e-5,266
7.2000818,0.79993817,266
7.2000821,1.5999819,281
7.1999679,2.3999816,276
7.1999258,3.2000851,287
7.1999813,3.9999312,287
7.2000421,4.799941,302
7.1999943,5.5999533,302
7.2000918,6.4000687,313
7.1999461,7.1999421,313
7.1999156,8.0000896,318
7.2000472,8.7999809,318
