x,y,N
7.1999009,9.6000792,318
7.1999177,10.399977,328
7.1999528,11.199933,328
7.1999004,11.999916,328
7.2000886,12.80002,328
7.200029,13.599951,342
7.1999323,14.400052,342
7.1999712,15.199999,342
7.2000831,15.99991,342
7.2000074,16.799968,349
7.1999559,17.599909,349
7.200017,18.399919,349
7.1999925,19.200077,349
7.1999731,20.000064,349
7.2000046,20.799929,349
7.2000966,21.599974,349
8.0000559,-20.799939,294
7.9999185,-19.999902,294
7.9999006,-19.19998,298
8.0000276,-18.399989,298
8.0000053,-17.600074,298
7.9999537,-16.800094,298
7.9999337,-16.000049,298
8.0000476,-15.199956,298
7.9999394,-14.399968,292
7.9999066,-13.59993,292
7.9999229,-12.80006,292
7.9999003,-11.999984,258
7.999965,-11.200063,258
8.0000816,-10.39998,280
8.0000102,-9.5999198,256
8.0000218,-8.8000788,256
8.0000366,-8.0000463,256
7.999913,-7.2000895,255
8.0000298,-6.4000554,255
7.9999443,-5.6000537,238
8.0000117,-4.8000569,238
8.0000224,-4.0000122,243
8.0000646,-3.1999155,260
7.9999148,-2.4000936,260
8.0000759,-1.6000669,254
7.9999299,-0.80002491,254
7.9999506,4.7112535e-5,282
8.0000448,0.80000321,281
8.0000373,1.5999477,281
7.9999184,2.4000745,297
7.9999784,3.1999853,297
7.9999438,3.9999028,303
8.0000847,4.7999128,302
8.0000992,5.6000208,302
8.0000913,6.4000823,313
8.0000567,7.1999966,313
7.9999969,7.9999195,313
8.0000843,8.7999741,318
8.0000196,9.5999532,318
8.0000427,10.399907,328
7.9999455,11.199963,328
7.9999177,12.000005,328
7.9999142,12.799985,328
7.9999939,13.600021,347
8.0000052,14.400083,347
7.9999629,15.199951,347
7.9999596,16.000004,347
8.0000951,16.799941,356
8.0000259,17.600013,356
7.9999905,18.400047,356
8.0000512,19.199973,356
8.0000657,19.999977,356
8.0000706,20.800063,356
7.9999565,21.600064,356
8.8000575,-17.599991,298
8.7999133,-16.799953,298
8.8000759,-15.999983,298
8.7999943,-15.199949,298
8.7999841,-14.400041,292
8.7999699,-13.600034,292
8.8000696,-12.800028,292
8.8000192,-12.0,258
8.7999545,-11.199913,258
8.7999881,-10.39995,280
8.8000074,-9.600069,280
8.800029,-8.7999652,256
8.7999614,-8.0000652,256
8.7999079,-7.2000488,255
8.799973,-6.4000632,255
8.7999225,-5.6000862,255
8.7999058,-4.799996,257
8.799948,-4.0000066,257
8.7999614,-3.2000292,260
8.7999058,-2.3999869,260
8.7999264,-1.5999682,286
8.8000967,-0.80005108,282
8.8000615,7.0476053e-6,282
8.7999111,0.79993927,282
8.799968,1.6000742,300
8.7999939,2.4000491,297
8.8000347,3.2000427,297
8.799982,4.0000704,303
8.7999166,4.7999371,303
8.8000141,5.6000356,319
8.8000824,6.4000762,319
8.8000788,7.2000576,319
8.8000737,8.0000106,325
8.8000203,8.8000442,325
8.7999923,9.5999926,325
8.8000799,10.399958,339
8.8000972,11.200099,339
8.800086,11.999992,339
8.8000945,12.799998,339
8.8000137,13.600068,347
8.7999879,14.400067,347
8.8000375,15.200004,347
8.7999044,16.000095,347
8.800071,16.800022,356
8.8000892,17.60008,356
8.7999887,18.399923,356
8.7999335,19.200031,356
8.799993,20.000012,356
8.799968,20.800069,356
9.5999203,-18.399906,298
9.5999055,-17.600041,298
9.5999132,-16.799968,298
9.6000708,-16.000047,298
9.5999555,-15.200022,298
9.6000237,-14.40009,292
9.5999538,-13.60009,292
9.5999031,-12.800083,301
9.6000458,-11.999902,301
9.5999741,-11.19999,301
9.6000906,-10.399946,280
9.6000247,-9.5999475,280
9.600029,-8.8000755,295
9.5999664,-8.0000424,295
9.600023,-7.2000117,255
9.6000908,-6.3999478,293
9.6000359,-5.5999556,293
9.5999304,-4.800054,257
9.5999223,-4.0000314,257
9.5999704,-3.200031,260
9.6000222,-2.3999535,286
9.6000998,-1.599925,286
9.600041,-0.79991793,299
9.6000964,-4.4633041e-5,299
9.5999849,0.79992619,300
9.6000759,1.5999408,300
9.599925,2.3999355,300
9.5999587,3.1999713,303
9.6000251,3.999927,303
9.599957,4.8000091,303
9.5999523,5.5999348,319
9.5999726,6.3999694,319
9.6000075,7.1999644,319
9.6000607,7.9999434,325
9.5999405,8.8000044,325
9.5999461,9.599931,325
9.5999936,10.399952,339
9.5999134,11.199999,339
9.5999816,11.999933,339
9.5999348,12.799917,339
9.5999862,13.600032,347
9.6000941,14.400006,347
9.5999168,15.200043,347
9.6000208,16.00008,347
9.6000194,16.799963,356
9.5999823,17.599993,356
9.6000392,18.399907,356
9.6000642,19.199978,356
9.5999362,20.000004,356
9.6000703,20.799903,356
10.399984,-19.19993,363
10.399961,-18.399918,363
10.4,-17.599965,298
10.400018,-16.799955,298
10.399937,-16.00003,316
10.399947,-15.200054,316
10.399942,-14.399928,316
10.39991,-13.600078,316
10.400038,-12.800001,301
10.399919,-11.999997,301
10.399907,-11.200093,301
10.4,-10.399959,304
10.40005,-9.5999088,295
10.399962,-8.7999265,295
10.399992,-8.0000537,295
10.400054,-7.1999719,293
10.400052,-6.3999692,293
10.399945,-5.600087,293
10.400057,-4.8000863,293
10.399995,-3.9999575,296
10.400039,-3.1999806,296
10.399923,-2.3999818,286
10.399993,-1.6000103,286
10.399978,-0.80006689,299
10.399915,-5.193448e-6,299
10.400003,0.79999271,299
10.400087,1.5999828,300
10.400059,2.4000929,300
10.400013,3.2000763,300
10.400049,3.9999316,303
10.400011,4.8000158,320
10.400039,5.5999555,319
10.399919,6.3999747,319
10.400016,7.2000893,319
10.399956,7.9999221,325
10.399903,8.7999651,325
10.400064,9.5999123,325
10.400045,10.399918,339
10.400006,11.199958,339
10.400033,12.00003,339
10.399964,12.800098,339
10.4001,13.599954,347
10.399916,14.400003,347
10.399979,15.199931,347
10.400022,15.999966,347
10.399916,16.79995,356
10.39996,17.600033,356
10.40001,18.400017,356
10.400075,19.200099,356
10.400022,19.999954,356
10.399938,20.800046,356
11.200086,-19.999963,363
11.200083,-19.199944,363
11.199941,-18.40008,363
11.199973,-17.599961,363
11.199919,-16.799901,363
11.199949,-15.99997,316
11.200076,-15.200075,316
11.200081,-14.400064,316
11.199996,-13.600014,316
11.200067,-12.799961,301
11.1999,-12.00007,301
11.200029,-11.199938,301
11.199968,-10.400071,304
11.199908,-9.599912,304
11.200079,-8.8000591,295
11.199943,-7.9999433,295
11.199992,-7.2000559,293
11.199987,-6.399949,293
11.199994,-5.6000537,293
11.200061,-4.7999707,293
11.200038,-3.9999317,296
11.199988,-3.1999612,296
11.199912,-2.400044,296
11.200057,-1.6000132,286
11.199917,-0.79996641,299
11.200043,-4.4746452e-5,299
11.200034,0.8000094,299
11.200047,1.6000963,317
11.2,2.3999884,317
11.200028,3.2000725,317
11.20002,3.9999491,320
11.200026,4.7999282,320
11.199918,5.6000712,320
11.199925,6.4000473,320
11.199989,7.20002,338
11.199915,8.0000669,338
11.200079,8.8000364,325
11.199953,9.599989,325
11.200045,10.400089,339
11.20005,11.200043,339
11.20006,12.000071,339
11.199911,12.799969,339
11.199945,13.599978,347
11.19992,14.399982,347
11.199921,15.199991,347
11.199998,16.000026,347
11.199905,16.800086,356
11.200041,17.59997,356
11.200014,18.400012,356
11.20003,19.20009,356
11.200087,19.999908,356
12.000085,-19.999933,363
11.999985,-19.199919,363
12.000096,-18.400035,363
12.000081,-17.599981,363
11.999922,-16.799912,363
12.000025,-16.000031,316
12.00001,-15.200058,316
11.999963,-14.400056,316
11.999909,-13.599966,316
12.000002,-12.800058,323
11.999982,-11.999931,323
11.999916,-11.199971,304
11.999931,-10.400097,304
11.999994,-9.5999386,304
11.999909,-8.8000521,304
11.99994,-7.9999391,315
12.000092,-7.2000985,315
11.999978,-6.3999968,293
12.000005,-5.6000271,293
11.999994,-4.7999742,296
12.00004,-4.0000222,296
12.000025,-3.2000013,296
11.99992,-2.4000302,296
12.000035,-1.6000341,312
12.000086,-0.79997191,312
11.999918,-5.1425075e-5,299
11.999969,0.80002421,317
12.000007,1.600016,317
11.999922,2.3999802,317
12.000022,3.2000987,317
12.000083,4.0000844,320
11.999955,4.7999182,320
12.000017,5.5999561,320
12.000074,6.399969,320
11.999999,7.2000144,338
12.000001,8.0000685,338
12.000023,8.8000959,338
11.999924,9.5999428,338
11.999901,10.400025,348
12.00003,11.199956,348
11.999931,11.999992,348
11.999945,12.799987,348
12.000002,13.599973,348
11.999903,14.400011,348
11.999966,15.200087,358
12.000001,16.00005,358
12.000025,16.800059,358
12.000063,17.600029,358
11.999951,18.400039,356
12.000088,19.199967,356
11.999983,20.000074,356
12.000053,20.800034,356
12.799964,-20.0,363
12.800086,-19.199922,363
12.799929,-18.399958,363
12.799906,-17.600076,363
12.800032,-16.800087,363
12.800085,-15.999987,316
12.799915,-15.200075,316
12.800064,-14.399961,316
12.799905,-13.600018,323
12.799972,-12.80004,323
12.799946,-12.000011,323
12.799942,-11.200063,323
12.800071,-10.399976,304
12.8,-9.6000558,304
12.799934,-8.799974,315
12.800013,-7.9999466,315
12.799968,-7.2000103,315
12.80008,-6.3999283,314
12.800005,-5.599949,314
12.799986,-4.7999262,314
12.800063,-3.9999851,314
12.800032,-3.2000505,296
12.800099,-2.4000746,312
12.799975,-1.5999525,312
12.79992,-0.80009022,312
12.799928,2.0211577e-5,312
12.799924,0.79997604,317
12.799904,1.6000087,317
12.800009,2.3999256,317
12.800052,3.1999142,317
12.799907,4.000085,320
12.800054,4.8000838,320
12.800052,5.5999266,320
12.799915,6.4000374,338
12.800095,7.1999882,338
12.800041,7.999921,338
12.799919,8.8000378,338
12.799962,9.6000778,338
12.799962,10.400082,348
12.799921,11.199937,348
12.800009,11.999933,348
12.800049,12.800074,348
12.800044,13.599972,348
12.800003,14.399986,348
12.800051,15.200093,358
12.799987,15.999991,358
12.800035,16.799929,358
12.799905,17.599915,358
12.800097,18.399985,358
12.800013,19.199954,358
12.799937,19.999946,358
12.799955,20.800068,358
13.599944,-19.999951,363
13.599981,-19.200006,363
13.599937,-18.399993,363
13.599993,-17.600042,363
13.599928,-16.800007,363
13.599939,-15.999905,363
13.600038,-15.200034,316
13.600088,-14.399984,316
13.599991,-13.599998,323
13.600061,-12.80008,323
13.6,-12.000096,323
13.599926,-11.199948,323
13.600002,-10.400089,345
13.600047,-9.5999481,315
13.600012,-8.8000444,315
13.600074,-7.9999378,315
13.599905,-7.2000572,315
13.600014,-6.4000229,314
13.600065,-5.599984,314
13.599915,-4.7999501,314
13.599902,-4.0000412,314
13.600053,-3.199969,314
13.600038,-2.3999557,312
13.599911,-1.5999209,312
13.600055,-0.79999141,312
13.599949,3.8628601e-5,312
13.600034,0.80006539,317
13.600043,1.6000871,317
13.600071,2.3999832,317
13.600078,3.1999941,317
13.599928,4.0000584,340
13.599937,4.8000308,340
13.599994,5.599919,340
13.599976,6.4000457,338
13.599935,7.2000369,338
13.599928,7.9999931,338
13.600079,8.799968,338
13.6,9.5999424,338
13.600094,10.400083,348
13.599969,11.200085,348
13.599925,12.000038,348
13.59994,12.799959,348
13.600002,13.600038,348
13.60006,14.399991,348
13.600086,15.199931,358
13.599976,15.999921,358
13.600033,16.800017,358
13.599918,17.600059,358
13.599902,18.400024,358
13.600079,19.200056,358
13.600096,20.000059,358
13.600046,20.799975,358
14.400064,-20.000099,363
14.399931,-19.2,363
14.400003,-18.399982,363
14.399931,-17.599937,363
14.400081,-16.800095,363
14.399908,-16.0001,363
14.400008,-15.199955,350
14.399994,-14.399915,350
14.400025,-13.60007,350
14.400006,-12.79997,350
14.400087,-11.999993,323
14.400072,-11.20008,345
14.399902,-10.400055,345
14.40005,-9.6000165,345
14.399931,-8.7999905,315
14.39996,-8.0000821,315
14.399953,-7.1999976,315
14.400088,-6.3999542,314
14.400046,-5.600061,314
14.400053,-4.7999784,314
14.399975,-3.9999546,314
14.400061,-3.2000505,314
14.400053,-2.3999884,312
14.39992,-1.6000037,312
14.400045,-0.80004407,312
14.399928,7.8195444e-5,312
14.399984,0.80002823,341
14.399927,1.5999442,317
14.399908,2.4000025,317
14.399999,3.2000769,340
14.399971,3.9999321,340
14.399991,4.7999276,340
14.400069,5.6000247,340
14.400015,6.3999884,340
14.40003,7.1999066,338
14.399918,8.0000826,338
14.400069,8.8000131,338
14.400007,9.5999327,338
14.399987,10.400032,348
14.400089,11.199953,348
14.399944,12.000039,348
14.400073,12.800018,348
14.400066,13.599932,348
14.399971,14.40007,348
14.400082,15.200074,358
14.400001,15.999934,358
14.400003,16.800075,358
14.399947,17.59997,358
14.39993,18.399941,358
14.399989,19.199964,358
14.39993,20.000048,358
14.400023,20.800014,358
15.200099,-20.000099,363
15.199953,-19.200094,363
15.200018,-18.400047,363
15.200056,-17.599968,369
15.200044,-16.7999,369
15.200079,-16.000003,369
15.199934,-15.199975,350
15.199964,-14.400007,350
15.199945,-13.599969,350
15.199996,-12.799986,350
15.200064,-11.999918,350
15.200067,-11.200087,345
15.199946,-10.39993,345
15.200078,-9.6000894,345
15.199967,-8.7999033,346
15.199912,-7.9999686,346
15.200095,-7.199905,346
15.200051,-6.3999663,314
15.200011,-5.5999117,314
15.199969,-4.8000149,314
15.199999,-4.0000316,314
15.200089,-3.2000531,344
15.200033,-2.4000395,344
15.200017,-1.6000975,312
15.20005,-0.79994473,341
15.200008,-1.1835653e-5,341
15.199987,0.80006249,341
15.200048,1.6000059,341
15.199984,2.400045,341
15.199951,3.1999188,340
15.199919,3.9999415,340
15.199939,4.7999443,340
15.199907,5.6000937,340
15.200083,6.3999402,340
15.199919,7.2000057,340
15.200022,7.9999539,338
15.200095,8.7999184,338
15.199998,9.6000016,357
15.199948,10.400029,357
15.199973,11.199991,348
15.199951,11.999923,348
15.199972,12.800032,348
15.200012,13.600045,348
15.19993,14.400063,358
15.200089,15.200095,358
15.200035,15.999911,358
15.200012,16.799957,358
15.199954,17.600013,358
15.199982,18.400048,358
15.199922,19.19994,358
15.199911,19.999975,358
15.199991,20.800029,358
15.999978,-19.999971,369
16.000036,-19.20007,369
15.99991,-18.400006,369
16.000061,-17.600044,369
16.000037,-16.799907,369
15.999957,-15.999965,369
15.999973,-15.199997,350
16.000082,-14.400069,350
16.000021,-13.600009,350
16.000048,-12.799998,350
15.999911,-11.999922,350
15.999917,-11.200068,345
15.999928,-10.399951,345
15.999983,-9.6000559,345
16.000067,-8.8000632,346
16.000035,-8.0000279,346
15.999921,-7.199914,346
16.000023,-6.3999214,346
15.999902,-5.599925,314
16.000059,-4.7999076,314
15.999962,-4.000095,344
16.000038,-3.1999444,344
16.000065,-2.3999703,344
15.999934,-1.6000167,344
16.000073,-0.79993437,341
15.999969,3.6752641e-5,341
16.000019,0.80006508,341
16.000028,1.6000959,341
15.99998,2.3999017,341
15.999957,3.2000318,340
16.000021,4.0000888,340
16.00007,4.800031,340
16.000099,5.6000234,340
16.000058,6.3999141,340
15.999975,7.1999246,340
15.999958,7.9999699,357
15.999984,8.8000702,357
16.000049,9.6000221,357
16.000056,10.399953,357
15.999979,11.200082,357
16.00002,12.000012,357
15.999993,12.80009,357
15.999937,13.600095,348
16.000051,14.399903,358
16.000061,15.199942,358
15.999911,15.99998,358
15.999982,16.800042,358
16.000087,17.599928,358
15.999915,18.399908,358
15.999974,19.199982,358
16.000003,20.000025,358
15.99994,20.799903,358
16.799932,-20.000047,369
16.800004,-19.199903,369
16.80006,-18.400013,369
16.800049,-17.60005,369
16.800037,-16.799904,369
16.799947,-15.999924,369
16.800077,-15.200075,369
16.799923,-14.400035,350
16.800035,-13.59997,350
16.800009,-12.799978,350
16.800045,-11.999932,364
16.799944,-11.199953,364
16.799994,-10.399935,364
16.800051,-9.5999999,346
16.799978,-8.8000776,346
16.799926,-8.000035,346
16.800084,-7.2000128,346
16.799989,-6.4000428,346
16.799911,-5.5999261,360
16.799979,-4.7999322,344
16.799934,-4.000026,344
16.800084,-3.1999555,344
16.800078,-2.3999209,344
16.800092,-1.5999938,344
16.799962,-0.80007284,341
16.799906,8.1274906e-5,341
16.799905,0.7999138,341
16.799992,1.5999543,341
16.800059,2.3999319,341
16.79998,3.2000199,340
16.799972,4.0000601,340
16.79992,4.8000609,340
16.799928,5.5999203,340
16.799982,6.39997,340
16.799965,7.2000874,340
16.799972,8.0000673,357
16.80004,8.8000864,357
16.80005,9.5999757,357
16.800011,10.400038,357
16.800071,11.200066,357
16.799983,12.000081,357
16.799929,12.800003,357
16.80005,13.599995,357
16.800047,14.399965,358
16.799918,15.199957,358
16.799933,16.000088,358
16.800007,16.799937,358
16.800033,17.600021,358
16.800052,18.399953,358
16.800014,19.200033,358
16.800083,20.000005,358
16.800033,20.800056,358
17.599941,-20.000092,369
17.600042,-19.199911,369
17.600016,-18.399968,369
17.600045,-17.600016,369
17.599996,-16.800058,369
17.599997,-16.000084,369
17.600026,-15.199903,369
17.599951,-14.399937,350
17.600026,-13.599996,350
17.599933,-12.800092,364
17.599974,-11.999911,364
17.599992,-11.200081,364
17.59991,-10.399927,364
17.600061,-9.6000916,346
17.600018,-8.8000922,346
17.5999,-8.000066,346
17.599986,-7.2000763,346
17.600054,-6.400035,360
17.599999,-5.599941,360
17.599905,-4.7999761,360
17.59999,-3.9999542,344
17.599998,-3.2000882,344
17.59995,-2.3999122,344
17.6001,-1.6000999,344
17.599993,-0.79995624,341
17.600029,5.5631899e-5,341
17.599922,0.80000585,341
17.599975,1.599959,341
17.600033,2.3999338,359
17.599935,3.2000968,359
17.600083,3.9999833,359
17.600035,4.7999139,340
17.600009,5.600007,340
17.599922,6.4000602,361
17.600098,7.2000954,361
17.600081,7.9999895,357
17.600056,8.8000019,357
17.599981,9.6000663,357
17.599902,10.400021,357
17.600096,11.199923,357
17.599935,12.000023,357
17.600023,12.800007,357
17.599961,13.599929,357
17.599961,14.399971,367
17.600055,15.200068,358
17.600029,16.000035,358
17.599901,16.800052,358
17.600022,17.600009,358
17.600042,18.40005,358
17.600009,19.19998,358
17.600018,20.000046,358
18.399935,-20.000042,369
18.399941,-19.200011,369
18.400069,-18.399958,369
18.399985,-17.599924,369
18.399996,-16.799929,369
18.399909,-15.99998,369
18.399963,-15.200026,369
18.399948,-14.40001,369
18.400094,-13.600095,364
18.399963,-12.800019,364
18.400039,-11.999951,364
18.40006,-11.200097,364
18.399968,-10.39996,364
18.400036,-9.5999541,364
18.400031,-8.7999197,346
18.399946,-7.9999524,346
18.399949,-7.199971,360
18.400087,-6.4000481,360
18.399974,-5.5999813,360
18.399958,-4.7999626,360
18.40003,-3.9999786,344
18.400024,-3.1999511,344
18.40004,-2.4000801,344
18.400004,-1.5999825,344
18.400099,-0.79990072,341
18.400049,-5.9354784e-6,341
18.399942,0.79998058,341
18.399943,1.5999086,359
18.399943,2.4000053,359
18.399948,3.2000952,359
18.399949,4.0000944,359
18.399922,4.8000591,359
18.400023,5.6000362,361
18.399961,6.3999182,361
18.399904,7.2000971,361
18.400026,7.9999431,361
18.400069,8.799983,357
18.400097,9.6000464,357
18.399919,10.399945,357
18.400077,11.199962,357
18.399955,12.000095,357
18.400026,12.799936,357
18.400071,13.60002,357
18.400088,14.400033,367
18.399932,15.200079,367
18.399931,16.000041,367
18.399986,16.800066,367
18.40006,17.60002,367
18.40009,18.39996,367
18.400067,19.199994,367
18.400014,19.999976,367
19.200092,-20.000011,372
19.19992,-19.200045,372
19.199957,-18.400006,369
19.199974,-17.599932,369
19.199973,-16.80005,369
19.199946,-15.999996,369
19.200002,-15.199944,369
19.200092,-14.399958,371
19.199961,-13.600002,371
19.199904,-12.79995,364
19.200099,-12.000017,364
19.20006,-11.199956,364
19.200059,-10.399954,364
19.200084,-9.5999199,364
19.19998,-8.7999446,366
19.200058,-7.9999565,360
19.200006,-7.1999293,360
19.200092,-6.3999669,360
19.200065,-5.6000805,360
19.200026,-4.7999732,360
19.200034,-4.00006,360
19.199935,-3.2000667,344
19.200036,-2.4000827,362
19.200057,-1.5999381,362
19.199928,-0.80001889,362
19.199965,-4.5122983e-5,362
19.200039,0.79996506,362
19.199969,1.5999594,359
19.200033,2.4000752,359
19.200045,3.200047,359
19.200008,3.9999626,359
19.199947,4.8000348,359
19.199924,5.6000887,361
19.200093,6.3999051,361
19.200099,7.2000011,361
19.200068,7.9999043,361
19.200055,8.7999127,361
19.199902,9.5999945,357
19.199998,10.399936,357
19.20004,11.199958,357
19.199905,12.000094,357
19.200002,12.799963,357
19.200087,13.600097,367
19.200084,14.400025,367
19.199968,15.19992,367
19.199916,16.000066,367
19.200069,16.80008,367
19.199942,17.599924,367
19.200092,18.400026,367
19.19994,19.199992,367
19.199999,20.000018,367
20.000006,-20.79993,372
20.00004,-20.0,372
20.00003,-19.200037,372
20.000034,-18.400021,372
19.99991,-17.600055,372
19.999945,-16.800097,372
20.000097,-15.999996,372
19.999933,-15.20006,371
20.000036,-14.39991,371
20.000079,-13.600097,371
20.000038,-12.800087,371
20.000096,-11.999957,371
20.000049,-11.199908,364
20.000026,-10.399994,364
20.000092,-9.5999271,366
19.999903,-8.7999924,366
20.000057,-7.9999143,366
19.999966,-7.1999283,360
19.999919,-6.400008,360
20.000024,-5.5999835,360
20.000062,-4.8000373,360
20.000053,-4.0000222,360
20.000021,-3.1999542,362
20.000099,-2.3999029,362
19.999961,-1.5999313,362
20.000036,-0.80001097,362
20.000044,-6.2155508e-5,362
19.999965,0.79998558,362
20.00004,1.6000401,359
19.999904,2.3999626,359
19.99993,3.1999512,359
19.999999,4.0000789,359
19.999902,4.8000572,361
20.000029,5.6000098,361
20.000091,6.3999423,361
19.999933,7.1999005,361
19.999913,7.9999326,361
19.999956,8.8000043,361
19.999975,9.6000147,357
19.999907,10.399952,357
19.999912,11.200025,357
20.00003,11.999926,357
19.999972,12.799944,367
20.000082,13.599968,367
20.000089,14.400033,367
20.000002,15.199915,367
20.000013,16.000032,367
19.999933,16.800021,367
19.999956,17.600009,367
19.999939,18.399944,367
20.000064,19.200006,367
20.000086,20.000077,367
20.799942,-20.799996,372
20.799902,-19.999905,372
20.799925,-19.200063,372
20.799968,-18.400029,372
20.799966,-17.600047,372
20.799946,-16.79999,372
20.799981,-16.000071,372
20.799941,-15.199949,371
20.800087,-14.399939,371
20.799962,-13.599957,371
20.799983,-12.800055,371
20.800094,-11.999991,371
20.800026,-11.199994,371
20.799939,-10.400061,366
20.799902,-9.6000413,366
20.799986,-8.8000131,366
20.800084,-7.9999532,366
20.799943,-7.1999854,366
20.800074,-6.3999954,360
20.799947,-5.6000431,360
20.799964,-4.8000524,365
20.800011,-4.0000119,365
20.799985,-3.1999087,365
20.799938,-2.400013,362
20.79994,-1.5999812,362
20.799994,-0.80003619,362
20.800097,-1.0506296e-5,362
20.799906,0.79994325,362
20.79998,1.5999902,362
20.800004,2.3999881,359
20.80008,3.1999817,359
20.800028,3.9999765,359
20.799945,4.7999715,361
20.800026,5.6000897,361
20.800096,6.3999765,361
20.799961,7.2000559,361
20.799976,7.9999219,361
20.799945,8.7999962,361
20.800066,9.5999842,370
20.800025,10.400072,370
20.79991,11.20002,370
20.800007,11.99993,370
20.799963,12.800031,367
20.800047,13.600061,367
20.800091,14.400031,367
20.79992,15.200055,367
20.799953,16.000052,367
20.800009,16.800041,367
20.799999,17.59998,367
20.799924,18.399901,367
20.799964,19.199919,367
20.799935,20.000045,367
21.600001,-20.799939,372
21.600093,-19.999983,372
21.600085,-19.199929,372
21.600037,-18.400009,372
21.600058,-17.599978,372
21.599977,-16.800087,372
21.600005,-16.000069,372
21.599994,-15.200048,371
21.599981,-14.400027,371
21.599925,-13.599976,371
21.60004,-12.799942,371
21.599916,-12.000068,371
21.599995,-11.19998,371
21.600065,-10.399952,366
21.599964,-9.6000026,366
21.600078,-8.7999053,366
21.600021,-7.9999161,366
21.599961,-7.1999976,366
21.600024,-6.3999399,366
21.600045,-5.6000909,365
21.600017,-4.799937,365
21.599957,-3.9999943,365
21.600051,-3.1999736,365
21.599971,-2.4000179,362
21.599998,-1.5999626,362
21.600025,-0.79999528,362
21.599925,-2.035302e-6,362
21.599901,0.79998284,362
21.599915,1.6000586,368
21.599991,2.3999305,368
21.600023,3.1999451,368
21.600081,4.0000668,368
21.600023,4.7999873,368
21.600056,5.5999888,361
21.600023,6.4000948,361
21.599953,7.1999784,361
21.599987,7.9999556,361
21.599932,8.79997,370
21.599988,9.6000332,370
21.600019,10.400027,370
21.600068,11.199993,370
21.600083,12.000099,370
21.599984,12.800009,370
21.599916,13.600087,367
21.600057,14.400077,367
21.599906,15.200048,367
21.600033,16.000091,367
21.599979,16.799926,367
21.599953,17.600068,367
21.60008,18.400087,367
21.600042,19.200035,367
21.599939,20.000014,367
22.400035,-19.999938,372
22.399904,-19.199913,372
22.399941,-18.400049,372
22.400008,-17.600011,372
22.400074,-16.799947,372
22.400029,-16.000032,372
22.399927,-15.199939,371
22.400051,-14.399901,371
22.400001,-13.600022,371
22.400015,-12.800096,371
22.40007,-12.000061,371
22.400081,-11.200085,371
22.400026,-10.400035,366
22.399982,-9.6000084,366
22.399984,-8.8000944,366
22.400072,-8.0000878,366
22.400024,-7.1999086,366
22.400001,-6.4000448,366
22.399962,-5.6000093,365
22.399992,-4.8000518,365
22.399968,-4.0000505,365
22.399922,-3.1999965,365
22.400048,-2.3999454,365
22.399933,-1.5999614,362
22.400007,-0.80002372,362
22.399945,-5.6160396e-5,362
22.399963,0.79997862,362
22.399913,1.6,368
22.399995,2.4000752,368
22.399989,3.2000431,368
22.400082,3.9999283,368
22.400056,4.800004,368
22.400035,5.5999731,368
22.39992,6.3999469,361
22.399945,7.2000424,361
22.400011,8.0000607,370
22.400073,8.8000391,370
22.399952,9.599931,370
22.399972,10.400053,370
22.400089,11.200024,370
22.400031,12.000084,370
22.399915,12.799989,370
22.400062,13.599986,367
22.400022,14.399901,367
22.400084,15.200024,367
22.400092,15.999988,367
22.40009,16.799991,367
22.399982,17.599937,367
22.39993,18.399987,367
22.399951,19.19995,367
22.399994,19.999912,367
23.199949,-20.000029,372
23.20001,-19.199989,372
23.19994,-18.400042,372
23.200023,-17.600031,372
23.20001,-16.799965,372
23.199985,-16.000059,372
23.199971,-15.199986,371
23.200059,-14.4,371
23.199975,-13.599938,371
23.20002,-12.799947,371
23.200097,-12.000067,371
23.199935,-11.19993,371
23.200063,-10.399906,366
23.200044,-9.5999687,366
23.19997,-8.7999316,366
23.200048,-7.9999903,366
23.200005,-7.2000806,366
23.200061,-6.4000279,365
23.199965,-5.6000901,365
23.200075,-4.8000658,365
23.199951,-4.0000825,365
23.199934,-3.2000859,365
23.200082,-2.3999264,365
23.200014,-1.5999139,362
23.200083,-0.80000796,362
23.200052,-7.9629295e-5,362
23.199923,0.79991861,368
23.200059,1.6000206,368
23.199965,2.4000444,368
23.200008,3.2000932,368
23.199906,3.9999487,368
23.200084,4.7999835,368
23.199953,5.5999324,368
23.20002,6.400064,368
23.200086,7.1999942,370
23.199963,7.9999933,370
23.199959,8.7999138,370
23.200061,9.600009,370
23.199966,10.400032,370
23.200043,11.200043,370
23.200047,12.000086,370
23.199946,12.799922,370
23.200005,13.600009,367
23.200093,14.400052,367
23.199914,15.200066,367
23.200032,16.000077,367
23.199926,16.800095,367
23.199998,17.600077,367
23.199925,18.399934,367
23.200034,19.20007,367
23.200001,19.999985,367
23.999967,-18.399911,372
23.999926,-17.600064,372
23.999982,-16.79994,372
24.000045,-15.999915,372
24.000056,-15.200036,371
24.000043,-14.400067,371
24.0001,-13.600016,371
23.999969,-12.800085,371
24.000035,-11.999926,371
24.000091,-11.200096,371
23.999989,-10.400032,366
23.999923,-9.6000592,366
23.999965,-8.8000649,366
24.000057,-8.0000576,366
23.999985,-7.1999441,366
24.000043,-6.4000376,365
24.000027,-5.5999956,365
23.999991,-4.8000419,365
24.00003,-4.0000068,365
24.000025,-3.2000875,365
24.000037,-2.4000022,365
